population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
38714.75858,303963264,0.000127367,2.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
38570.39476,303963264,0.000126892,2.23E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
38514.19626,303963264,0.000126707,2.23E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
38290.83343,303963264,0.000125972,2.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
38246.00895,303963264,0.000125824,2.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
37969.11546,303963264,0.000124914,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
37915.37081,303963264,0.000124737,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
37877.00499,303963264,0.000124611,2.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
37850.27018,303963264,0.000124523,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
37433.64067,303963264,0.000123152,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
37179.02302,303963264,0.000122314,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
36714.88402,303963264,0.000120787,2.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
36118.79408,303963264,0.000118826,2.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
35411.71853,303963264,0.0001165,2.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34945.96403,303963264,0.000114968,2.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
34745.04,303963264,0.000114307,2.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,3<=INDFMPIR<4,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34557.32192,303963264,0.000113689,2.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34529.10618,303963264,0.000113596,2.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34281.0539,303963264,0.00011278,2.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
34155.43043,303963264,0.000112367,2.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34152.9097,303963264,0.000112359,2.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32654.98449,303963264,0.000107431,2.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
32651.83386,303963264,0.00010742,2.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
32536.01618,303963264,0.000107039,2.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32495.45772,303963264,0.000106906,2.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
32363.44859,303963264,0.000106472,2.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
31906.0859,303963264,0.000104967,2.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
31842.38776,303963264,0.000104757,2.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
31694.74632,303963264,0.000104272,2.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
31384.42067,303963264,0.000103251,2.26E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
31301.08974,303963264,0.000102977,2.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
31261.60561,303963264,0.000102847,2.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
31207.66475,303963264,0.000102669,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
31195.23494,303963264,0.000102628,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
31188.68552,303963264,0.000102607,2.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
31025.6583,303963264,0.00010207,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
31007.24623,303963264,0.00010201,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,4<=INDFMPIR,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
30903.17314,303963264,0.000101668,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
30407.06066,303963264,0.000100035,2.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
30385.85491,303963264,1.00E-04,2.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
30337.53097,303963264,9.98E-05,2.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Not Covered by health insurance,,,,,,,,,,,,,
30180.86357,303963264,9.93E-05,2.28E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
30163.7475,303963264,9.92E-05,2.28E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
29905.46775,303963264,9.84E-05,2.28E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
29905.40227,303963264,9.84E-05,2.28E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
29721.02787,303963264,9.78E-05,2.28E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
29636.16694,303963264,9.75E-05,2.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
29415.29096,303963264,9.68E-05,2.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
29192.89463,303963264,9.60E-05,2.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),4<=INDFMPIR,"($100,000 and Over)<=HHincome",Not Covered by health insurance,,,,,,,,,,,,,
29090.78815,303963264,9.57E-05,2.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
29017.11047,303963264,9.55E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
28961.28372,303963264,9.53E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28899.05186,303963264,9.51E-05,2.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
28834.49856,303963264,9.49E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
28811.45866,303963264,0.000094786,2.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,Covered by state-sponsored health plan,,,,Plans cover Rxs,
28625.62566,303963264,9.42E-05,2.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
28608.52146,303963264,9.41E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
28390.62013,303963264,9.34E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
28295.47325,303963264,9.31E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28196.03757,303963264,9.28E-05,2.29E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28060.3456,303963264,9.23E-05,2.29E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
28046.30986,303963264,9.23E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
27945.44274,303963264,9.19E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
27942.54933,303963264,9.19E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
27834.09548,303963264,9.16E-05,2.30E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
27729.82249,303963264,9.12E-05,2.30E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
27622.18344,303963264,9.09E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Not Covered by health insurance,,,,,,,,,,,,,
27450.29133,303963264,9.03E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
27010.953,303963264,8.89E-05,2.30E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Less Than High School,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
26800.54694,303963264,8.82E-05,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
26793.14104,303963264,0.000088146,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
26668.22304,303963264,0.000087735,2.30E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26347.69806,303963264,8.67E-05,2.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
26131.45389,303963264,8.60E-05,2.31E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
26108.91829,303963264,0.000085895,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26099.7776,303963264,8.59E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
26095.26639,303963264,8.59E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
26018.3977,303963264,8.56E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,,,,Covered by other government insurance,,,Plans cover Rxs,
26005.37581,303963264,8.56E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
25971.95066,303963264,8.54E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
25888.25311,303963264,0.000085169,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
25674.76213,303963264,8.45E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
25643.59205,303963264,8.44E-05,2.31E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: Some College or AA degree,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
25584.38696,303963264,8.42E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
25283.3216,303963264,8.32E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
25187.43607,303963264,8.29E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
25012.33693,303963264,8.23E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
24874.81288,303963264,8.18E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24838.63776,303963264,8.17E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,Time when no ins in past year
24811.28113,303963264,8.16E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: Some College or AA degree,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,,,Covered by military health plan (Tricare/VA/Champ-VA),,,,,,Plans cover Rxs,
24690.0914,303963264,8.12E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
24552.48538,303963264,8.08E-05,2.32E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Non-Hispanic Black,Male,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24482.05476,303963264,8.05E-05,2.32E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Non-Hispanic Black,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
24443.40005,303963264,8.04E-05,2.32E-01,"Undiagnosed, (-) Diabetes",65<=age,Non-Hispanic Black,Female,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,Covered by Medicare,,,,,,,,,,Plans cover Rxs,
